Available Service Bays,Service_Department,Workshop_Code,Technician_Name,Technicians_Available,ClientID,Client_Age,Gender,Service_Type,Vehicle_Condition,Main_Issue,Previous_Visits,Warranty,Repair_Cost,Stay (in Days)
2,Mecánica,E,Carlos,6,45912,26-35,Female,Mantenimiento,Menor,Suspensión,4,Yes,1651.28,3
5,Pintura,D,Carlos,7,45913,36-45,Female,Diagnóstico,Moderada,Frenos,3,No,2982.69,8
4,Mecánica,E,Carlos,8,45914,56-65,Male,Mantenimiento,Menor,Eléctrico,5,Yes,4267.84,3
1,Electricidad,B,Luis,0,45915,56-65,Male,Diagnóstico,Menor,Transmisión,1,Yes,2637.74,4
2,Pintura,C,María,6,45916,26-35,Male,Reparación,Moderada,Frenos,1,Yes,3535.97,6
5,Mecánica,B,Ana,2,45917,46-55,Male,Colisión,Severa,Frenos,3,No,7184.94,16
6,Mecánica,A,María,7,45918,56-65,Female,Reparación,Severa,Motor,0,No,4263.18,18
3,Mecánica,C,Ana,10,45919,46-55,Female,Diagnóstico,Moderada,Eléctrico,2,Yes,9463.87,6
5,Diagnóstico,A,María,10,45920,36-45,Female,Reparación,Menor,,9,Yes,8011.93,5
7,Diagnóstico,B,Luis,3,45921,26-35,Male,Diagnóstico,Severa,Frenos,4,No,9352.17,17
8,Electricidad,B,María,8,45922,46-55,Female,Diagnóstico,Moderada,Motor,6,No,7881.55,8
7,Mecánica,B,María,11,45923,36-45,Male,Reparación,Moderada,Frenos,5,Yes,2260.74,5
6,Mecánica,E,Sofía,11,45924,36-45,Male,Colisión,Menor,Frenos,7,Yes,8371.51,7
2,Diagnóstico,B,Ana,1,45925,26-35,Male,Diagnóstico,Severa,Transmisión,6,No,3443.71,22
5,Mecánica,B,María,0,45926,56-65,Female,Reparación,Moderada,Suspensión,9,Yes,2316.27,6
5,Mecánica,E,María,8,45927,26-35,Female,Mantenimiento,Moderada,Frenos,8,No,9016.57,9
7,Diagnóstico,C,María,1,45928,66+,Male,Diagnóstico,Severa,Transmisión,4,No,8818.06,21
8,Diagnóstico,A,Carlos,1,45929,56-65,Male,Reparación,Severa,Frenos,6,No,2788.11,23
6,Mecánica,D,Ana,7,45930,18-25,Female,Diagnóstico,Severa,Transmisión,8,No,4650.99,21
7,Diagnóstico,A,María,7,45931,56-65,Male,Colisión,Moderada,Eléctrico,5,No,4516.39,5
5,Diagnóstico,B,Carlos,1,45932,26-35,Female,Colisión,Severa,Eléctrico,5,Yes,1449.75,17
7,Pintura,A,Carlos,7,45933,26-35,Female,Mantenimiento,Menor,Frenos,0,No,11117.7,1
2,Diagnóstico,E,Sofía,0,45934,18-25,Female,Mantenimiento,Severa,Eléctrico,7,Yes,242.18,17
3,Diagnóstico,C,Luis,1,45935,46-55,Female,Reparación,Severa,Transmisión,6,No,5658.81,13
6,Diagnóstico,C,José,5,45936,66+,Female,Mantenimiento,Moderada,Frenos,5,Yes,6407.17,8
5,Electricidad,C,José,7,45937,46-55,Male,Mantenimiento,Menor,Frenos,2,Yes,9992.92,4
8,Mecánica,A,Sofía,6,45938,36-45,Female,Colisión,Moderada,Motor,1,Yes,8748.7,5
1,Diagnóstico,C,Carlos,6,45939,26-35,Male,Reparación,Moderada,Frenos,0,Yes,3173.92,10
1,Mecánica,D,Carlos,3,45940,66+,Female,Colisión,Moderada,Frenos,1,Yes,2105.68,6
2,Electricidad,D,Ana,3,45941,66+,Male,Mantenimiento,Moderada,,2,No,3463.65,6
2,Pintura,C,Sofía,6,45942,56-65,Male,Reparación,Menor,,4,No,3581.04,8
4,Electricidad,C,María,4,45943,66+,Female,Reparación,Moderada,Transmisión,9,Yes,8246.62,8
5,Diagnóstico,B,Luis,7,45944,26-35,Female,Diagnóstico,Menor,Frenos,7,Yes,6350.46,4
8,Mecánica,B,Ana,12,45945,36-45,Female,Diagnóstico,Menor,Transmisión,2,Yes,8637.08,7
6,Diagnóstico,B,José,2,45946,18-25,Female,Reparación,Moderada,Motor,0,No,6850.94,6
3,Electricidad,E,José,12,45947,36-45,Male,Diagnóstico,Menor,Frenos,6,Yes,8568.4,4
4,Pintura,B,Carlos,7,45948,26-35,Female,Colisión,Menor,Eléctrico,10,No,232.14,3
8,Diagnóstico,A,Carlos,10,45949,36-45,Female,Colisión,Severa,Suspensión,1,Yes,8721.65,11
1,Diagnóstico,C,José,10,45950,36-45,Male,Colisión,Menor,,0,Yes,1575.73,2
2,Pintura,E,José,11,45951,56-65,Male,Reparación,Moderada,Frenos,4,Yes,10163.7,6
6,Diagnóstico,B,Luis,0,45952,66+,Female,Diagnóstico,Moderada,Motor,7,Yes,6968.88,3
4,Pintura,B,Ana,1,45953,56-65,Female,Diagnóstico,Severa,Suspensión,2,No,1161.94,16
5,Mecánica,A,María,11,45954,56-65,Female,Mantenimiento,Menor,Motor,7,No,10653.36,3
2,Electricidad,D,María,3,45955,66+,Female,Mantenimiento,Menor,Transmisión,1,No,10255.48,6
2,Mecánica,E,Carlos,2,45956,56-65,Female,Mantenimiento,Moderada,Suspensión,10,Yes,7030.89,5
2,Diagnóstico,E,José,7,45957,18-25,Male,Reparación,Moderada,Transmisión,2,No,6846.63,10
8,Electricidad,C,Sofía,6,45958,66+,Female,Mantenimiento,Moderada,,9,No,8699.04,6
7,Diagnóstico,C,Ana,2,45959,26-35,Male,Mantenimiento,Menor,Frenos,5,Yes,11661.96,2
5,Diagnóstico,A,Sofía,7,45960,36-45,Male,Mantenimiento,Menor,Suspensión,7,No,1757.05,5
1,Electricidad,D,Luis,6,45961,18-25,Female,Colisión,Severa,,10,No,3169.24,15
3,Diagnóstico,C,José,8,45962,66+,Male,Reparación,Severa,Suspensión,3,Yes,3500.76,20
3,Pintura,B,José,2,45963,26-35,Female,Colisión,Moderada,Suspensión,7,Yes,525.81,8
3,Mecánica,E,María,12,45964,46-55,Female,Mantenimiento,Severa,Transmisión,8,Yes,1800.55,22
4,Mecánica,B,María,2,45965,66+,Female,Mantenimiento,Severa,Frenos,7,Yes,10787.37,16
8,Electricidad,B,Luis,8,45966,46-55,Male,Reparación,Severa,Transmisión,4,Yes,3253.93,17
4,Diagnóstico,C,Ana,3,45967,66+,Male,Mantenimiento,Menor,Suspensión,3,Yes,9013.29,1
2,Pintura,A,Sofía,10,45968,66+,Female,Colisión,Menor,,3,Yes,9655.67,4
5,Diagnóstico,D,Sofía,8,45969,66+,Male,Mantenimiento,Menor,Transmisión,9,No,8308.38,6
3,Electricidad,B,María,2,45970,46-55,Male,Diagnóstico,Moderada,Eléctrico,6,No,5976.15,8
4,Pintura,D,José,3,45971,36-45,Male,Colisión,Moderada,Transmisión,1,No,1701.29,7
5,Electricidad,D,Sofía,12,45972,56-65,Male,Diagnóstico,Moderada,Eléctrico,10,No,7933.77,9
3,Pintura,B,María,7,45973,56-65,Male,Colisión,Menor,Eléctrico,2,No,1920.23,5
6,Electricidad,C,Luis,2,45974,66+,Male,Diagnóstico,Severa,,0,Yes,8964.65,17
8,Diagnóstico,A,Luis,0,45975,46-55,Male,Mantenimiento,Severa,,10,No,1771.5,18
8,Mecánica,E,Sofía,2,45976,66+,Female,Colisión,Moderada,,3,Yes,3033.14,10
2,Mecánica,A,Carlos,8,45977,26-35,Female,Diagnóstico,Menor,Frenos,5,Yes,1774.82,2
8,Mecánica,B,José,4,45978,36-45,Female,Colisión,Menor,,5,No,7451.17,5
7,Pintura,E,José,9,45979,18-25,Female,Mantenimiento,Moderada,Frenos,4,No,2479.71,10
4,Diagnóstico,B,Luis,0,45980,26-35,Female,Colisión,Severa,Suspensión,7,No,4368.84,13
7,Electricidad,E,Carlos,2,45981,56-65,Female,Mantenimiento,Moderada,,2,Yes,4078.83,12
2,Electricidad,D,Luis,1,45982,26-35,Male,Colisión,Severa,Motor,5,No,6223.34,14
3,Pintura,E,José,4,45983,36-45,Female,Reparación,Moderada,Motor,7,No,7275.28,9
2,Diagnóstico,B,Luis,4,45984,26-35,Female,Colisión,Moderada,Frenos,7,No,7481.83,7
3,Mecánica,E,Carlos,0,45985,66+,Male,Reparación,Menor,Motor,9,Yes,11329.19,5
4,Mecánica,A,María,6,45986,56-65,Male,Colisión,Severa,Suspensión,3,No,2451.12,15
6,Diagnóstico,C,Luis,6,45987,26-35,Female,Diagnóstico,Moderada,Eléctrico,9,Yes,9599.61,8
2,Mecánica,E,José,0,45988,36-45,Male,Diagnóstico,Menor,,1,No,8531.05,3
4,Diagnóstico,A,José,5,45989,66+,Female,Mantenimiento,Severa,Motor,2,Yes,3398.55,18
4,Mecánica,B,Carlos,12,45990,36-45,Male,Mantenimiento,Menor,Suspensión,9,No,6293.58,5
3,Mecánica,C,José,3,45991,36-45,Male,Colisión,Moderada,Motor,9,No,3715.57,10
3,Pintura,D,Luis,7,45992,66+,Female,Diagnóstico,Severa,Transmisión,2,Yes,4240.27,20
1,Pintura,C,José,2,45993,18-25,Female,Reparación,Moderada,Motor,1,Yes,9915.5,6
4,Diagnóstico,C,María,0,45994,26-35,Male,Reparación,Menor,Motor,6,No,2961.88,8
8,Pintura,C,Luis,9,45995,36-45,Male,Colisión,Severa,Eléctrico,3,No,4419.28,17
8,Diagnóstico,B,Ana,1,45996,36-45,Male,Diagnóstico,Moderada,Frenos,0,Yes,7107.66,6
5,Pintura,E,Sofía,8,45997,18-25,Female,Colisión,Menor,Suspensión,7,No,1495.5,4
6,Diagnóstico,C,María,9,45998,46-55,Male,Diagnóstico,Moderada,Motor,7,Yes,5848.47,7
4,Pintura,E,Carlos,10,45999,26-35,Female,Diagnóstico,Menor,,5,Yes,3859.23,1
5,Diagnóstico,B,María,4,46000,56-65,Female,Diagnóstico,Moderada,Frenos,0,No,4072.56,6
5,Mecánica,B,José,8,46001,46-55,Male,Mantenimiento,Menor,Motor,5,Yes,6340.52,4
4,Electricidad,A,Ana,4,46002,46-55,Male,Mantenimiento,Menor,Eléctrico,5,No,11185.33,7
1,Electricidad,A,Sofía,10,46003,66+,Male,Colisión,Menor,Frenos,9,No,11960.39,4
8,Diagnóstico,E,Luis,6,46004,26-35,Male,Mantenimiento,Severa,,7,No,9125.24,19
1,Mecánica,A,Luis,11,46005,66+,Male,Mantenimiento,Menor,Frenos,9,No,5768.22,9
6,Diagnóstico,C,Sofía,2,46006,36-45,Male,Reparación,Severa,Frenos,1,Yes,6989.21,13
7,Mecánica,C,Luis,2,46007,66+,Female,Colisión,Severa,Transmisión,10,Yes,2563.6,11
8,Mecánica,E,José,4,46008,36-45,Male,Diagnóstico,Moderada,Transmisión,3,No,11909.55,9
1,Pintura,A,Ana,9,46009,18-25,Female,Colisión,Menor,Eléctrico,10,Yes,5732.62,3
2,Diagnóstico,A,Luis,3,46010,36-45,Male,Diagnóstico,Moderada,Eléctrico,1,Yes,2195.8,12
3,Pintura,A,José,1,46011,66+,Female,Diagnóstico,Menor,Motor,9,No,5184.77,2
3,Pintura,C,José,7,46012,46-55,Female,Colisión,Severa,Frenos,2,No,10255.68,19
5,Pintura,D,Carlos,5,46013,36-45,Female,Diagnóstico,Moderada,Frenos,2,Yes,6794.75,10
5,Electricidad,C,Ana,7,46014,26-35,Male,Diagnóstico,Moderada,,10,No,3779.54,10
7,Diagnóstico,D,Luis,10,46015,36-45,Female,Reparación,Severa,Transmisión,7,No,9775.9,16
2,Pintura,C,Luis,8,46016,36-45,Male,Reparación,Severa,Transmisión,2,No,5205.27,15
5,Electricidad,D,Luis,0,46017,46-55,Male,Reparación,Severa,Frenos,9,No,5098.07,15
7,Diagnóstico,A,Carlos,1,46018,66+,Male,Colisión,Moderada,Suspensión,5,Yes,2659.54,7
3,Diagnóstico,E,José,3,46019,26-35,Male,Diagnóstico,Menor,Eléctrico,4,Yes,717.49,4
3,Electricidad,D,Carlos,3,46020,36-45,Male,Reparación,Moderada,Transmisión,3,Yes,8610.2,6
1,Electricidad,D,Carlos,10,46021,46-55,Female,Mantenimiento,Severa,Suspensión,8,Yes,1532.16,12
1,Mecánica,A,José,3,46022,26-35,Male,Diagnóstico,Severa,Suspensión,5,No,2339.22,22
7,Pintura,B,José,4,46023,26-35,Female,Mantenimiento,Moderada,Motor,6,No,10619.51,11
5,Mecánica,B,Luis,0,46024,46-55,Male,Colisión,Moderada,Transmisión,3,No,8722.37,5
7,Pintura,A,Sofía,12,46025,26-35,Male,Diagnóstico,Menor,,4,Yes,11871.25,2
1,Pintura,E,Sofía,6,46026,26-35,Female,Colisión,Menor,Motor,5,No,7705.19,5
5,Mecánica,E,Sofía,8,46027,36-45,Male,Mantenimiento,Menor,,6,No,11334.1,4
8,Diagnóstico,E,Sofía,0,46028,26-35,Male,Reparación,Severa,Suspensión,6,No,7560.29,18
2,Electricidad,A,Carlos,2,46029,26-35,Female,Diagnóstico,Moderada,Eléctrico,0,Yes,3557.2,8
5,Diagnóstico,C,Ana,11,46030,18-25,Female,Mantenimiento,Menor,Frenos,8,Yes,11817.13,4
7,Diagnóstico,B,José,12,46031,36-45,Female,Mantenimiento,Menor,Suspensión,2,Yes,1224.54,4
5,Electricidad,D,María,9,46032,18-25,Male,Colisión,Menor,,8,No,1403.65,2
7,Pintura,A,Carlos,0,46033,66+,Female,Diagnóstico,Moderada,,8,No,10735.45,10
8,Electricidad,E,Sofía,12,46034,36-45,Female,Diagnóstico,Moderada,Eléctrico,4,No,4303.18,10
6,Mecánica,B,Luis,3,46035,46-55,Male,Reparación,Severa,Motor,4,Yes,1407.45,24
6,Diagnóstico,A,María,1,46036,66+,Male,Colisión,Moderada,Eléctrico,9,Yes,1281.15,9
6,Electricidad,A,Ana,2,46037,56-65,Female,Reparación,Severa,,3,Yes,2770.63,22
8,Mecánica,B,Sofía,11,46038,18-25,Male,Mantenimiento,Menor,,5,No,2309.9,7
4,Electricidad,C,Sofía,9,46039,56-65,Male,Diagnóstico,Moderada,Frenos,7,Yes,11216.65,6
5,Diagnóstico,E,María,8,46040,36-45,Female,Diagnóstico,Severa,Frenos,8,Yes,2935.51,19
4,Electricidad,D,Luis,9,46041,46-55,Female,Reparación,Moderada,Motor,10,No,3528.77,6
8,Pintura,D,José,12,46042,46-55,Female,Reparación,Moderada,Frenos,8,Yes,5455.05,6
1,Electricidad,D,Sofía,9,46043,56-65,Male,Mantenimiento,Menor,Eléctrico,1,Yes,2774.52,5
1,Electricidad,E,José,3,46044,18-25,Female,Reparación,Moderada,Transmisión,1,No,2573.63,9
7,Pintura,C,María,0,46045,46-55,Male,Mantenimiento,Menor,Frenos,3,No,3073.26,4
8,Electricidad,A,José,12,46046,26-35,Female,Mantenimiento,Menor,Frenos,3,No,3900.55,2
6,Electricidad,E,Ana,11,46047,26-35,Female,Diagnóstico,Severa,Suspensión,9,Yes,4437.05,13
5,Mecánica,B,Luis,7,46048,36-45,Female,Mantenimiento,Moderada,Frenos,3,No,5595.47,7
7,Pintura,A,Sofía,0,46049,36-45,Female,Diagnóstico,Menor,Eléctrico,2,Yes,1051.57,3
3,Electricidad,E,María,6,46050,66+,Male,Colisión,Menor,Transmisión,8,No,11986.4,3
8,Electricidad,D,María,2,46051,66+,Male,Mantenimiento,Severa,Transmisión,10,No,9084.31,11
5,Diagnóstico,C,Ana,3,46052,66+,Male,Diagnóstico,Severa,Suspensión,0,No,3154.74,11
7,Electricidad,D,Carlos,8,46053,46-55,Female,Mantenimiento,Severa,Frenos,8,No,10521.44,12
2,Pintura,A,José,5,46054,26-35,Male,Mantenimiento,Moderada,Transmisión,7,No,3824.26,8
8,Electricidad,E,María,3,46055,56-65,Female,Colisión,Severa,Transmisión,5,Yes,10730.27,18
6,Mecánica,B,María,5,46056,66+,Female,Reparación,Severa,,4,Yes,2647.49,21
4,Pintura,E,Sofía,3,46057,26-35,Female,Colisión,Moderada,Motor,7,No,10262.27,7
1,Pintura,A,Carlos,8,46058,18-25,Female,Diagnóstico,Moderada,,1,No,11700.12,10
1,Diagnóstico,D,María,11,46059,46-55,Female,Mantenimiento,Menor,Transmisión,2,No,9694.63,4
8,Diagnóstico,E,María,3,46060,26-35,Male,Diagnóstico,Menor,Transmisión,0,Yes,10945.12,2
7,Mecánica,D,Luis,3,46061,18-25,Female,Colisión,Moderada,Motor,8,No,3422.47,6
5,Diagnóstico,D,Sofía,12,46062,46-55,Female,Colisión,Severa,Eléctrico,4,No,6648.51,14
3,Electricidad,D,Ana,6,46063,46-55,Female,Diagnóstico,Severa,Transmisión,2,No,3804.69,23
3,Mecánica,E,Carlos,5,46064,66+,Female,Reparación,Severa,Motor,7,No,10710.05,16
8,Diagnóstico,B,Luis,3,46065,26-35,Male,Diagnóstico,Moderada,Suspensión,9,No,10440.65,6
2,Electricidad,E,Sofía,12,46066,66+,Male,Diagnóstico,Severa,Transmisión,6,Yes,10175.9,23
7,Diagnóstico,A,María,3,46067,66+,Male,Colisión,Menor,Motor,7,Yes,8182.76,3
7,Mecánica,B,José,10,46068,26-35,Female,Mantenimiento,Moderada,Frenos,6,No,2412.59,6
7,Electricidad,B,José,5,46069,56-65,Male,Diagnóstico,Severa,,6,Yes,5641.83,16
1,Diagnóstico,C,Sofía,8,46070,18-25,Female,Colisión,Menor,Frenos,4,Yes,4618.38,4
7,Electricidad,C,María,2,46071,18-25,Male,Mantenimiento,Moderada,Suspensión,6,Yes,9402.79,10
2,Pintura,D,Sofía,3,46072,66+,Male,Colisión,Severa,Frenos,6,Yes,11557.14,24
1,Pintura,E,Carlos,5,46073,18-25,Female,Colisión,Moderada,Suspensión,5,Yes,10337.87,9
1,Diagnóstico,B,María,2,46074,36-45,Male,Colisión,Moderada,Frenos,5,Yes,11060.6,6
7,Pintura,E,María,7,46075,18-25,Female,Colisión,Moderada,Transmisión,5,Yes,5477.8,10
3,Diagnóstico,D,Luis,7,46076,46-55,Male,Reparación,Moderada,Motor,1,No,9414.06,10
7,Pintura,B,José,9,46077,56-65,Female,Diagnóstico,Menor,Suspensión,0,No,10396.1,5
3,Pintura,A,Luis,5,46078,36-45,Female,Reparación,Moderada,Suspensión,7,Yes,11278.21,9
3,Mecánica,D,Ana,1,46079,46-55,Female,Diagnóstico,Moderada,Transmisión,9,Yes,7892.69,5
7,Electricidad,C,José,11,46080,56-65,Male,Mantenimiento,Moderada,Eléctrico,5,Yes,470.27,11
8,Diagnóstico,C,Carlos,6,46081,66+,Female,Colisión,Severa,Transmisión,4,No,484.25,19
1,Pintura,C,Sofía,12,46082,56-65,Female,Colisión,Menor,Transmisión,1,No,1976.51,7
5,Electricidad,A,María,11,46083,26-35,Male,Mantenimiento,Menor,Transmisión,9,Yes,7717.95,5
4,Electricidad,D,María,12,46084,18-25,Male,Reparación,Moderada,Frenos,10,Yes,6397.09,10
6,Pintura,D,Ana,5,46085,36-45,Female,Mantenimiento,Menor,Suspensión,6,No,3462.17,4
2,Pintura,B,Ana,6,46086,46-55,Female,Reparación,Severa,Frenos,4,No,7333.62,15
2,Mecánica,A,José,11,46087,36-45,Male,Mantenimiento,Moderada,,10,No,8665.35,8
7,Mecánica,E,Ana,11,46088,66+,Female,Colisión,Moderada,Frenos,0,No,654.16,5
3,Pintura,C,Ana,12,46089,66+,Female,Reparación,Moderada,Motor,6,No,10456.69,7
8,Mecánica,D,Sofía,6,46090,26-35,Male,Mantenimiento,Severa,Frenos,4,Yes,2055.89,23
4,Diagnóstico,E,José,6,46091,66+,Female,Reparación,Menor,,8,No,9362.41,4
6,Diagnóstico,B,José,8,46092,26-35,Female,Colisión,Menor,,6,No,4256.78,3
7,Electricidad,C,María,7,46093,46-55,Male,Colisión,Severa,Eléctrico,1,No,10274.7,9
8,Pintura,B,José,9,46094,26-35,Male,Colisión,Severa,,9,No,11349.38,14
4,Electricidad,D,José,4,46095,46-55,Female,Mantenimiento,Moderada,Transmisión,8,Yes,962.69,11
5,Pintura,A,Sofía,2,46096,18-25,Male,Colisión,Severa,Transmisión,9,No,1529.86,14
4,Electricidad,A,Ana,3,46097,18-25,Female,Reparación,Moderada,,10,Yes,3919.01,11
1,Electricidad,A,Carlos,0,46098,18-25,Female,Diagnóstico,Severa,,10,No,9484.32,21
2,Mecánica,A,José,7,46099,66+,Female,Mantenimiento,Moderada,,8,Yes,7369.71,8
2,Electricidad,B,Luis,7,46100,18-25,Female,Mantenimiento,Moderada,,3,No,5185.57,4
1,Pintura,E,José,9,46101,56-65,Male,Colisión,Moderada,Frenos,4,No,4003.58,10
2,Diagnóstico,C,Luis,7,46102,46-55,Male,Diagnóstico,Moderada,,5,No,7246.42,8
3,Mecánica,C,Carlos,8,46103,66+,Female,Diagnóstico,Moderada,,1,Yes,7213.87,9
4,Pintura,B,Luis,2,46104,66+,Male,Reparación,Moderada,Suspensión,10,No,1682.38,6
1,Pintura,D,Luis,1,46105,18-25,Male,Diagnóstico,Severa,Transmisión,8,No,153.01,22
3,Electricidad,B,Ana,7,46106,66+,Female,Reparación,Menor,Eléctrico,6,No,3797.16,2
7,Diagnóstico,E,Ana,1,46107,66+,Female,Diagnóstico,Moderada,Eléctrico,3,No,4676.04,8
1,Pintura,C,Luis,12,46108,56-65,Male,Colisión,Moderada,Suspensión,6,No,4970.42,9
2,Pintura,E,Carlos,12,46109,46-55,Female,Reparación,Menor,Suspensión,1,Yes,11480.38,3
3,Diagnóstico,C,Sofía,3,46110,36-45,Male,Mantenimiento,Moderada,Eléctrico,0,No,5162.8,7
3,Electricidad,D,José,12,46111,66+,Male,Colisión,Moderada,Eléctrico,8,Yes,1589.49,6
7,Mecánica,E,Carlos,10,46112,36-45,Female,Mantenimiento,Moderada,,8,Yes,3379.22,4
7,Mecánica,C,Sofía,11,46113,46-55,Female,Reparación,Menor,Motor,4,Yes,4002.29,5
3,Pintura,A,José,2,46114,66+,Male,Colisión,Severa,Frenos,5,No,1133.61,22
2,Mecánica,B,Sofía,0,46115,56-65,Female,Diagnóstico,Moderada,,8,No,11335.25,8
5,Electricidad,A,María,6,46116,26-35,Male,Colisión,Moderada,,7,Yes,540.77,8
5,Mecánica,A,José,7,46117,46-55,Female,Reparación,Moderada,,0,Yes,4707.05,12
7,Diagnóstico,A,Carlos,12,46118,36-45,Male,Diagnóstico,Menor,Frenos,9,Yes,3818.79,3
6,Diagnóstico,D,Luis,9,46119,66+,Male,Diagnóstico,Menor,Suspensión,5,Yes,1797.21,5
8,Diagnóstico,C,Carlos,9,46120,36-45,Male,Diagnóstico,Severa,Motor,4,No,9526.44,15
1,Diagnóstico,B,María,5,46121,26-35,Female,Mantenimiento,Severa,Frenos,4,No,3193.39,15
7,Diagnóstico,A,Carlos,0,46122,26-35,Female,Colisión,Moderada,Transmisión,6,Yes,11775.59,8
2,Pintura,D,Luis,4,46123,26-35,Female,Mantenimiento,Menor,Transmisión,5,No,1712.35,2
2,Mecánica,B,María,4,46124,56-65,Female,Reparación,Severa,,5,Yes,11351.35,17
4,Pintura,D,Sofía,10,46125,66+,Female,Reparación,Severa,Motor,5,Yes,4864.21,18
7,Diagnóstico,D,Luis,10,46126,18-25,Male,Reparación,Moderada,,8,Yes,6156.05,9
5,Electricidad,C,Carlos,1,46127,36-45,Male,Colisión,Menor,Frenos,5,No,4753.59,3
2,Mecánica,D,José,2,46128,18-25,Male,Diagnóstico,Menor,Suspensión,5,Yes,6413.95,2
2,Mecánica,C,Carlos,6,46129,56-65,Male,Mantenimiento,Moderada,Suspensión,4,No,2783.07,9
3,Diagnóstico,B,María,2,46130,56-65,Female,Mantenimiento,Menor,Transmisión,7,No,7789.95,2
1,Mecánica,D,Sofía,2,46131,66+,Male,Reparación,Severa,Frenos,8,Yes,6050.74,14
4,Pintura,C,José,9,46132,46-55,Female,Reparación,Severa,,0,No,3586.41,12
6,Mecánica,C,Sofía,2,46133,26-35,Male,Diagnóstico,Severa,Transmisión,6,No,5820.61,15
6,Mecánica,B,Luis,4,46134,36-45,Female,Colisión,Moderada,Eléctrico,9,No,3920.35,7
2,Diagnóstico,E,Ana,1,46135,18-25,Female,Colisión,Severa,Frenos,2,No,7787.53,13
5,Electricidad,D,Ana,11,46136,18-25,Female,Mantenimiento,Severa,Transmisión,1,Yes,1627.52,20
1,Mecánica,D,María,8,46137,36-45,Male,Mantenimiento,Severa,,4,No,8279.77,19
1,Pintura,D,Sofía,8,46138,66+,Male,Colisión,Moderada,Transmisión,10,No,8730.87,5
4,Mecánica,C,Carlos,6,46139,46-55,Male,Diagnóstico,Moderada,Suspensión,2,No,2016.45,8
1,Electricidad,B,José,4,46140,18-25,Male,Reparación,Menor,,9,No,4849.54,3
8,Pintura,C,Ana,9,46141,26-35,Male,Colisión,Severa,Motor,10,Yes,1862.76,19
5,Diagnóstico,E,Ana,8,46142,56-65,Female,Mantenimiento,Menor,Motor,0,Yes,2514.04,5
7,Mecánica,C,María,1,46143,18-25,Female,Mantenimiento,Menor,Transmisión,1,No,6964.77,3
5,Electricidad,E,Carlos,8,46144,56-65,Male,Mantenimiento,Menor,Suspensión,7,Yes,7662.19,8
2,Mecánica,A,Luis,0,46145,66+,Male,Mantenimiento,Menor,Suspensión,9,No,4588.79,5
8,Diagnóstico,D,Luis,10,46146,36-45,Male,Diagnóstico,Menor,Transmisión,2,Yes,2801.51,2
8,Mecánica,E,Sofía,5,46147,46-55,Male,Reparación,Moderada,Suspensión,3,Yes,2364.19,3
4,Pintura,A,Ana,12,46148,56-65,Male,Mantenimiento,Moderada,Eléctrico,4,No,6911.22,7
4,Diagnóstico,C,María,8,46149,26-35,Female,Diagnóstico,Menor,Suspensión,4,No,9552.76,5
2,Diagnóstico,A,Carlos,11,46150,56-65,Male,Mantenimiento,Severa,Eléctrico,0,Yes,10127.62,21
5,Mecánica,D,Luis,4,46151,56-65,Female,Colisión,Moderada,Frenos,9,Yes,11500.41,6
6,Electricidad,A,María,6,46152,66+,Female,Colisión,Severa,,3,No,3859.48,22
8,Pintura,B,María,11,46153,26-35,Female,Colisión,Severa,,3,Yes,6307.57,21
5,Pintura,E,Carlos,9,46154,18-25,Female,Colisión,Moderada,Suspensión,6,No,4455.62,5
1,Mecánica,C,Sofía,1,46155,26-35,Female,Reparación,Menor,Motor,2,Yes,5642.12,2
5,Electricidad,D,José,6,46156,18-25,Male,Mantenimiento,Menor,Suspensión,0,No,1111.9,6
2,Electricidad,C,Ana,9,46157,36-45,Female,Reparación,Moderada,Motor,3,No,292.45,8
4,Diagnóstico,C,José,1,46158,36-45,Male,Mantenimiento,Moderada,Motor,6,No,1897.2,8
1,Diagnóstico,C,José,4,46159,66+,Male,Mantenimiento,Moderada,Transmisión,8,No,1041.17,5
8,Diagnóstico,D,Carlos,0,46160,56-65,Male,Mantenimiento,Moderada,Motor,5,Yes,3635.3,7
1,Mecánica,E,María,11,46161,46-55,Male,Reparación,Menor,Motor,3,No,11539.54,2
3,Mecánica,B,María,12,46162,26-35,Male,Diagnóstico,Moderada,Motor,2,No,973.28,6
6,Diagnóstico,A,Ana,10,46163,66+,Female,Diagnóstico,Severa,Frenos,6,No,7929.23,22
5,Diagnóstico,D,Ana,7,46164,66+,Male,Diagnóstico,Menor,Motor,1,Yes,10926.54,6
2,Electricidad,A,Luis,5,46165,26-35,Male,Reparación,Moderada,,10,Yes,1424.33,8
3,Pintura,A,José,6,46166,46-55,Male,Colisión,Menor,Motor,6,Yes,11852.55,3
6,Diagnóstico,D,Luis,6,46167,46-55,Male,Diagnóstico,Severa,,6,Yes,5120.32,20
8,Diagnóstico,E,Sofía,4,46168,18-25,Female,Mantenimiento,Severa,Motor,1,Yes,1211.63,21
8,Pintura,B,Ana,0,46169,26-35,Female,Mantenimiento,Moderada,Eléctrico,10,No,8565.5,8
2,Mecánica,D,Sofía,1,46170,66+,Male,Reparación,Menor,Suspensión,9,No,8263.7,4
4,Mecánica,D,José,3,46171,36-45,Male,Colisión,Moderada,Transmisión,7,No,6762.51,8
